id,owner,created,Utility,nParams,downloads,totalDownloads
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.1-gamma-0.1,johnsutor,2024-06-07,0.4605007134518096,8030261248,25,35
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.7-gamma-0.1,johnsutor,2024-06-08,0.47360228304579055,8030261248,24,43
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.01,johnsutor,2024-06-07,0.4605007134518096,8030261248,20,32
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.7-gamma-0.01,johnsutor,2024-06-08,0.4564794396160332,8030261248,25,35
johnsutor/Llama-3-8B-Instruct_dare_ties-density-0.3,johnsutor,2024-06-07,0.43455701128551044,8030261248,14,26
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.9-gamma-0.1,johnsutor,2024-06-08,0.47386172006745364,8030261248,17,34
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.1,johnsutor,2024-06-08,0.4708781943183292,8030261248,11,19
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.9-gamma-0.01,johnsutor,2024-06-08,0.4575171877026852,8030261248,16,28
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.1,johnsutor,2024-06-07,0.47061875729666625,8030261248,17,25
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.1-gamma-0.1,johnsutor,2024-06-08,0.4607601504734726,8030261248,18,28
johnsutor/Llama-3-8B-Instruct_linear,johnsutor,2024-06-07,0.460889868984304,8030261248,13,23
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.1-gamma-0.01,johnsutor,2024-06-07,0.46737579452587885,8030261248,15,24
johnsutor/Llama-3-8B-Instruct_ties-density-0.9,johnsutor,2024-06-07,0.4358541963938254,8030261248,28,38
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.01,johnsutor,2024-06-07,0.46426255026592295,8030261248,13,25
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.3-gamma-0.01,johnsutor,2024-06-08,0.4630950836684395,8030261248,15,26
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.3-gamma-0.01,johnsutor,2024-06-07,0.46659748346088986,8030261248,15,29
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.7-gamma-0.01,johnsutor,2024-06-07,0.46413283175509146,8030261248,31,45
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.3-gamma-0.1,johnsutor,2024-06-08,0.47048903878583476,8030261248,16,30
johnsutor/Llama-3-8B-Instruct_dare_linear,johnsutor,2024-06-07,0.4147100791282916,8030261248,22,36
johnsutor/Llama-3-8B-Instruct_ties-density-0.5,johnsutor,2024-06-07,0.44104293682708523,8030261248,17,27
johnsutor/Llama-3-8B-Instruct_dare_ties-density-0.1,johnsutor,2024-06-07,0.3940848359060838,8030261248,15,25
johnsutor/Llama-3-8B-Instruct_ties-density-0.7,johnsutor,2024-06-07,0.43779997405629784,8030261248,24,34
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.7-gamma-0.1,johnsutor,2024-06-07,0.4715267868724867,8030261248,15,25
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.5-gamma-0.1,johnsutor,2024-06-08,0.4730834090024646,8030261248,14,26
johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.3-gamma-0.1,johnsutor,2024-06-07,0.4688026981450253,8030261248,13,21
Magpie-Align/Llama-3-8B-Magpie-Align-v0.1,Magpie-Align,2024-06-29,0.42962770787391363,8030261248,168,479
winglian/llama-3-8b-256k-PoSE,winglian,2024-04-26,0.30639512258399276,8030261248,63,1202
winglian/Llama-3-8b-64k-PoSE,winglian,2024-04-24,0.34998054222337527,8030261248,77,5011
Casual-Autopsy/L3-Umbral-Mind-RP-v2.0-8B,Casual-Autopsy,2024-06-26,0.4728239719808017,8030261248,33,108
haoranxu/Llama-3-Instruct-8B-SimPO,haoranxu,2024-06-07,0.4509015436502789,8030261248,28,49
haoranxu/Llama-3-Instruct-8B-CPO-SimPO,haoranxu,2024-06-20,0.4559605655727072,8030261248,2557,2636
lightblue/suzume-llama-3-8B-multilingual-orpo-borda-top25,lightblue,2024-04-26,0.4389674406537813,8030261248,7390,15440
lightblue/suzume-llama-3-8B-multilingual-orpo-borda-half,lightblue,2024-04-25,0.42223375275651837,8030261248,7692,16154
lightblue/suzume-llama-3-8B-multilingual-orpo-borda-top75,lightblue,2024-04-26,0.4387080036321183,8030261248,4644,9891
lightblue/suzume-llama-3-8B-multilingual-orpo-borda-full,lightblue,2024-04-25,0.4213257231806979,8030261248,4641,9917
OpenBuddy/openbuddy-llama3.1-8b-v22.2-131k,OpenBuddy,2024-07-28,0.4544039434427293,8030261248,175,219
OpenBuddy/openbuddy-llama3-8b-v21.2-32k,OpenBuddy,2024-06-18,0.4420806849137372,8030261248,629,1399
meta-llama/Meta-Llama-3.1-8B-Instruct,meta-llama,2024-07-18,0.4523284472694254,8030261248,2777627,3237416
meta-llama/Meta-Llama-3.1-8B,meta-llama,2024-07-15,0.4298871448955766,8030261248,496841,618705
meta-llama/Meta-Llama-3-8B-Instruct,meta-llama,2024-04-17,0.469429118342529,8030261248,2027272,10888867
meta-llama/Meta-Llama-3-8B,meta-llama,2024-04-17,0.4449949330030402,8030261248,2237512,7672612
ZhangShenao/SELM-Llama-3-8B-Instruct-iter-3,ZhangShenao,2024-05-25,0.45323647684524576,8030261248,115,283
vicgalle/Roleplay-Llama-3-8B,vicgalle,2024-04-19,0.44817745492281746,8030261248,611,4088
lemon07r/Llama-3-RedMagic4-8B,lemon07r,2024-06-19,0.3964197691010507,8030261248,30,58
Sao10K/L3-8B-Stheno-v3.3-32K,Sao10K,2024-06-22,0.3610066156440524,8030261248,410,1189
Sao10K/L3-8B-Lunaris-v1,Sao10K,2024-06-26,0.4729536904916331,8030261248,2166,3429
Sao10K/L3-8B-Stheno-v3.2,Sao10K,2024-06-05,0.4742508755999481,8030261248,4106,12050
